Sentence,Sentiment
Оскорбления пропускаю мимо ушей: брань на вороту не виснет.,mixed
Какое место занимает Россия в вашей жизни?,neutral
В таком случае эффективность расходования бюджетных средств может быть повышена за счёт сокращения учителей.,mixed
"Город Пикалево Ленинградской области оказался в центре внимания в 2009 году, когда из-за несогласованности действий руководства нескольких предприятий, включая «Базэлцемент-Пикалево», производство на них остановилось на несколько месяцев.",negative
"Можно было переводить прямо сразу на кассету, но это было опасно, потому что если оговорился или чихнул, то тут уже ничего не исправить.",neutral
"Такого рода машинами, как известно, пользуются весьма состоятельные люди, не экономящие на собственной безопасности.",neutral
"Я из ничего делал театр, там, кроме долгов, ничего не было.",mixed
"Я же говорю, что не специалист.",negative
"Огромный вопрос, который можно задавать бесконечно.",neutral
"В опубликованном в июне 2009 года рейтинге самых высокооплачиваемых музыкантов Мадонна заняла первое место: ее доходы за последний год оценивались в 110 миллионов долларов, хотя при этом не учитывался развод певицы с Гаем Ричи, который по некоторым сведениям стоил ей 75 миллионов долларов.",neutral
"Играл бы тех же самых персонажей какой-нибудь другой актёр, их жизненные позиции и сами их носители выглядели бы просто омерзительно.",negative
Вообще-то мы должны были приключаться втроём.,neutral
"«Бегун» занимает около 21% рынка, а доля Google составляет, по различным оценкам, всего 4-5%.",neutral
"Тем не менее, лично мне было бы совершенно без разницы, сколько курсов обучалась девочка-переводчица, если она хорошо переводит: четыре или пять, лишь бы всё в ней было правильно: и мозги на месте, и фигура правильная, ну вы понимаете.",positive
"Здесь проиграли сильной и равной с нами команде, которой могли проиграть и в «нормальном» матче.",negative
"И единственное, что можно уверенно предсказать, что ахиллесова пята ЕС наверняка подтолкнёт сообщество к кардинальной финансовой чистке еврозоны и разработке новых правил общежития.",neutral
"Она рассказывала, как ее кормили, зажав голову между голенями и вливая в рот бульон.",negative
"Огонь угрожал соседним зданиям, но был вовремя ликвидирован пожарными.",mixed
"Накануне глава российского правительства на совещании, посвященном перспективам космической отрасли, заявил, что может в течение дня принять кадровое решение в связи с последними неудачными запусками.",neutral
"Никто не желал вдумываться в то, что именно это обстоятельство позволяло столице иметь гарантированный приток налогов, который и не снился мэрам крупнейших городов страны.",neutral
"В результате партия Труда, чья внешнеполитическая программа, как показал дальнейший процесс, пользовалась успехом, собрала беспрецедентно низкое количество голосов.",mixed
Известный интернет-предприниматель и основатель универсальной энциклопедии «Википедия» Джимми Уэйлс назвал действия поисковика Google «цензурой» и пообещал бороться с принятым в Евросоюзе законом о «праве на забвение».,neutral
"Что многие порядки беспрецедентно глупы, а другие просто мимо человека.",negative
"Конечно, потом оказалось, что выступить с речью или в качестве преподавателя там может каждый, а в другие дни есть шанс попасть на игру в «Мафию» по-английски или встретить живого оксфордского профессора, но одного неудачного опыта моей подруге хватило, и она разочаровалась в таком методе погружения в язык.",mixed
"По мнению лидера ЕСМ, «в 37 году расстреляли тех, кого надо, — изменников Родины и врагов народа».",mixed
"Министр образования опровергает информацию о сокращении 200 тыс. учителей из-за демографической ямы, но при этом говорит, что эффективность расходования бюджетных средств может быть повышена за счёт сокращения учителей.",mixed
"Мы видим, что украинцы устали от обещаний, и демонстрируют власти общественный запрос на новые лица, новые политические идеи, и результаты этих выборов подтверждают эту тенденцию,",mixed
"Здесь не только было можно, но и иной раз нужно изображать либерализм.",neutral
"Для манипуляторов, формирующих социальное коллективное тело, подобная редукция культурной памяти может быть осознанным выбором.",neutral
"Следующее, исключительно мое впечатление, - пара без перерыва (полтора часа!) на одну лекцию это очень много.",negative
"Её опорой стали французы, которые покидали деревню ради занятия политикой и коммерцией.",neutral
"Теперь книги можно не только купить за деньги, прочитать и поставить на книжную полку мёртвым грузом.",negative
"Вроде бы работают, несут в мир звуки, но ощущение выходит далёкое от уютности.",negative
"Те же, кто выражает такое желание, не имеют достаточной компетенции.",negative
"Понятно, что можно всегда все объяснить «потоком», «переплетениями», «родовой памятью» и т. д., и, вполне возможно, что совсем без мистики и не обойдешься, но если попробовать?",neutral
"Взоры его простираются далеко на запад, где в том же 1933 году канцлером одной северной страны становится некий ефрейтор с куцым усом.",neutral
"Я, конечно, смотрю и то, что нравится.",neutral
"Накопленные связи «Рособоронэкспорта» только увеличивают отдачу от лоббирования, то есть снижают стимулы инвестировать что-то в производство.",negative
"Когда яйцо формируется и проходит по яйцеводу, то вбирает все, что есть в окружающей среде, чем дышала, что ела птичка.",neutral
"Емелин ничуть не похож на Тинякова, и напёрсточники прекрасно осведомлены об этом, но всё же — а вдруг позарится?",neutral
"Короче говоря, Минкин порадовал, но всё ж единственный страстный читатель на огромную страну — маловато.",mixed
"Но если мы никогда не видели фильмов про негров, не слышали жаргон — как переводить?",neutral
Российский нападающий лондонского «Арсенала» Андрей Аршавин шокирован английскими налогами и попросил у руководства клуба прибавки к зарплате.,neutral
"Какая разница, во сколько их принимать и во сколько их продавать?.",neutral
"Это и падение рейтинга надёжности, и всем ясная компетентность руководства.",negative
"И по началу встречи казалось, что прогнозы сбудутся.",neutral
"И кто знает, не окажись они со своими завиральными проектами в Афганистане, не пришлось бы нам самим взяться за замирение этой страны.",negative
Самим неграм хватило избитой со времён античности древнееврейской байки о проклятии Хама.,neutral
В романе «Елтышевы» финалиста «Нацбеста» - 2010 Романа Сенчина внешний мир присутствует только в виде телевизора.,neutral
"В жизни полно негатива, но он, как правило, лишен всякого очарования.",negative
"Как социокультурное явление оно сформировалось в середине ХХ века, когда массовое общество было более монолитным и массовым без оговорок и уточнений.",neutral
"До конца своих дней летчик-космонавт занимался по большей части общественной деятельностью, благодаря которой терял летные часы, навыки, небо.",negative
"Доллар укрепляется, хотя его золотое содержание падает",mixed
"Проект «Условия активизации гражданского участия в малых и средних городах России» ФОМ запустил, чтобы выяснить, кого больше в малых и средних городах России: безразличных или социально ответственных.",neutral
"Психоаналитики тут бы много чего сказали, про перемещенный эротизм и все такое, но мне сдается, что нет тут никакого эротизма особого.",neutral
"«Революция свершилась, а теперь — дискотека!»",positive
"Ветер (западный) дул вдоль берега от нас, однако четыре очага пожара разгорелись так, что выстреливавшие во все стороны из них камни (трескающиеся от жара) и угли поджигали траву и плавник по направлению к нам.",neutral
"Неслучайно Никита Сергеич был так нацелен на Канны, что ради них сократил хронометраж фильма с трёх часов до двух.",neutral
Единственный способ спасти их — создать на каком-нибудь изолированном острове популяцию незараженных этим заболеванием животных.,neutral
"Своя культура, свои ублюдочные принципы и абсолютная убеждённость в собственной правоте.",negative
"Прогрессивный промышленный Север не столько освободил рабов, сколько решил собственные экономические задачи.",neutral
"Большинство избирателей вписали в бюллетени её имя, последовав её призыву.",neutral
И я стараюсь как могу заботиться о нем и помогать.,positive
"Детдом, только с английским и теннисом.",mixed
"Несмотря на отличные апартаменты, новую одежду и хорошее питание, спустя всего несколько недель она уволилась из коллектива, не найдя на новом месте дальнейших перспектив для своей карьеры.",mixed
"Республиканцы перехватили власть в 12 штатах, демократы же только в пяти, правда в том числе и в Калифорнии, которая одна стоит нескольких штатов.",neutral
Всю неделю истошно обсуждали проблему состояния питьевой воды.,negative
"Утро не грозило солнечной погодой, но и оставляло надежду, что""пронесёт"".",mixed
"Главное, чтобы российский паспорт был действительным: по нему должны пропустить через любой российский пропускной пункт, и в дальнейшем – та же свобода передвижения по стране, как и для всех граждан РФ.",neutral
"Зато герой «Короля Файфа» совершает массу не слишком нравственных поступков, но в результате получает счастье по полной программе.",neutral
"«Вместе с санкциями они не принесли немедленного и полного эффекта, однако с другой стороны, остановка самой горячей фазы конфликта и массовых боев на Украине — это, безусловно, результат единого европейского отношения», — сказал он.",neutral
"Пусть говорят, ну что с них возьмешь.",negative
"Не могу ручаться, что для России сделали исключение, вряд ли кто-то думал об этом в момент, когда давали разрешение на этот перевалочный пункт.",negative
"Отыграться у""Кипариса""и""Ла Гностиков""в хайфской лиге (наеюсь, получится, там-то до конца еще три тура), достойно сыграть Кубок Тель-Авива (не выиграть - ожидаются сложности с составом, да и дата игры до сих пор неизвестна) и ОКР в декабре (хоть в одном синхроне из трех опередить""Ла Гвардию"", а то так и в рейтинге местами поменяться недолго).",neutral
"Будут и есть другие, не хуже и лучше, а просто другие, но связь с родным местом, как пожизненная пуповина.",neutral
У нас же довольно часто подобное поведение со стороны мужчин воспринимается женщиной как свидетельство её привлекательности и поэтому едва ли не как желаемое явление.,neutral
Однако судьба Антибиотика символична — ему на смену в поздних частях сериала приходят серые кардиналы с незапоминающимися лицами и нулевым артистизмом.,negative
Одна из ваших лучших короткометражек снята в темноте.,positive
"Такая вот игра постоянная была – семья против «подступающей ночи», против «Страшной бабы», против железной пятки Родины-матери.",neutral
"Ну вот христиане считают, что мы даже родились от греха, поэтому все мы типа грешники и всё такое.",negative
"Если Chrome окажется достаточно нетребовательным к аппаратным ресурсам, то он станет настоящей «оболочкой Сети» для пользователей нетбуков, ставших в последнее время исключительно популярными гаджетов со скромной аппаратной и минимальной программной начинкой, предназначенных прежде всего для веб-серфинга.",neutral
"На протяжении первых игр это работало, но в последней, седьмой игре, ситуация вышла из-под контроля.",neutral
"На фоне заявлений президента о необходимости помощи голодающим детям мира — и на фоне фото- и видеоматериалов на эту тему — проблемы усовершенствования антипригарного покрытия сковородок выглядят как инопланетное шоу, случайно пойманное антенной.",negative
"Вернее, требовала, но сугубо формального: достаточно было помахать в Литфонде стопкой (свеже)исписанной бумаги.",neutral
"А могут ли они упасть еще дальше: в 10, в 30, в 100 раз?",neutral
"В общем просто тягать железо, подтягиваться, отжиматься - точно легче.",neutral
"Но чтобы как-то исправить ситуацию каждый год я существенно повышаю свой уровень понимания тех предметов, которые веду (прежде всего, читая литературу и критически оценивая аналогичные курсы, которые преподаются в университетах всего мира).",mixed
"Но все же позубоскалить на тему того, что 23 февраля непонятно почему поздравляем всех представителей сильного пола — от ясельного возраста до самого преклонного, включая тех, кто никогда не имел или не собирается иметь никакого отношения к армии, а 8 марта почему-то вдруг дарим цветы и подарки всем носящим женские имена, — на это все горазды.",negative
"Торпедовцы долго катали шайбу, но за 10 секунд до выхода Афиногенова-таки Сергей Розин решается на бросок от синей линии и забивает третью шайбу своей команды.",neutral
"Кроме того, всем нам знакома история о том, как гадкий утенок превратился в прекрасного лебедя, и это может произойти в нашем городе.",positive
"А я думаю, что американцы не ошиблись.",positive
"Еще и поэтому для меня и День Победы совсем не пустой звук, и георгиевская ленточка не просто кусок полосатой материи.",positive
Даже ультраправая националистическая партия ШАС осудила преступление.,negative
"Жениться можно богатым, бедным, слепым, юным, старым, здоровым, больным, русским, китайцам…",mixed
"Изменение в результатах физических упражнений - подтягиваюсь на 1 раз больше, хотя за этот период не подходил к турнику ни разу; отжимаюсь в стойке на руках на 2 раза больше, хотя так же не отжимался ни разу за время тренировки Хаду.",positive
"Во время войны с фашизмом Сталин в Ялте сделал заявление, что СССР не будут предъявлять своих прав на Аляску, чем нимало удивил американцев, полагавших, что этот вопрос был окончательно урегулирован еще при Ленине.",neutral
"Правительство оного, возникшее в конце 20-х годов, продолжало пестовать идею присоединения Монголии и Тибета к Великому Китаю.",neutral
"Сейчас мы слышим вроде бы новую, но очень знакомую песню.",neutral
"И они не просили, не пытались взять тайком, а радовались вместе с нами, что столько вкусного, нужного и интересного достанется этим детям.",positive
"К сожалению, в очень многих компаниях сайт делается так, чтобы понравиться директору.",negative
Он не может не откликнуться на страстный запрос его матери о любви.,positive
"Если матч будет прерван, он может утверждать, что он не был побежден и так защитит свой статус чемпиона мира ФИДЕ.",neutral
"Впрочем, к массовому террору, в последнее время захлестнувшему Пакистан, и правительство, и рядовые граждане уже, похоже, привыкли.",negative
"Только я проникнусь нежными чувствами к столице, как вдруг дворники принимаются по весне вымазывать ядовитой краской заборы, или без предупреждения снесут старый особняк, или меняется расписание мусоровозов, и грохочущий зловонный ужас въезжает во двор в пять утра.",mixed
В промежутках же между визитами политическое и экспертное сообщество двух стран пытаются представить свои козыри в пользу необходимости для Москвы сделать наконец-то «окончательный выбор».,neutral
"Я, честно говоря, совсем не так расстроен как после Словении в футбол.",negative
"Верю в то, что высочайший уровень профессионализма наших игроков позволит им быстро и полностью восстановиться морально от такого поражения.",mixed
Из других матчей особо выделяется разгром действующих чемпионов мира испанцев в Португалии 4:0.,negative
"Параллельно можно знакомиться, дискутировать, ругаться и шутить — всё в силу собственной языковой базы.",neutral
"Единственное, что соответствует действительности, что Венедиктов как член совета директоров «Эха» предложил провести оценку акций радиостанции.",neutral
"Конечно, можно попробовать выдавать им дополнительные сервисы, занимать игрушками, тестами (кстати, привет тестам!) и с волнением следить за попытками собираться в кланы, которые так улучшают формальную статистику и так ухудшают реальное положение дел.",mixed
"Я даже не обсуждаю разницу Миледи и сы...чери д Артаньяна, хотя обе переодевались в мужское платье и махали шпагами.",neutral
Ведь ГЭС проектировали специалисты (а не пильщики бюджета).,positive
"Я, видимо, очень испорченный человек, но мне было неловко.",negative
"Не будучи, увы, сильным поэтом, он с младых ногтей «работал» поэтом и организатором поэтического процесса, повторяя в этом отношении путь Валерия Брюсова.",negative
"Задумался о том, можно ли решить эту проблему.",neutral
Ещё ближе к самому откровенному и сокровенному он подступил в неоконченном романе «Исчезновение».,positive
"Вот и я удивляюсь, почему еще один праздник у кого-то вызывает такую агрессию.",negative
"Но активность не уменьшалась и к февралю 2010 года число статей достигло 900 (опять напомню, что это формально — статьи могут состоять из пары строчек).",neutral
"Я очень по отцу тосковал, даже плакал потихоньку.",negative
"Вероятно, мирные способы недостаточно эффективны, особенно с точки зрения Украины, заметил Туск.",negative
"Мать моя сильно верующая, постоянно ходит в церковь, а отец - нет.",neutral
Указание на веб-сайт источника в почившем интерфейсе также было полезно — эта информация помогала отсеивать неподходящие источники быстрее.,positive
"К гармонии в её высшем, но неожиданном понимании.",neutral
"И пусть автор произведения выдуман телеканалом Showtime, сам роман вполне реален.",neutral
"Тем временем лидирующие социальные группы, держа дистанцию от остальных и спасаясь от ощущения стагнации, продолжают, как наскипидаренные, рваться к новым вершинам.",negative
"В какой-то момент «входную стену» пришлось перекрыть, хотя вскоре доступ к ней был снова открыт для новых участников.",neutral
Юристы партии уже готовят запросы в соответствующие инстанции для выяснения обстоятельств случившегося.,neutral
"Сделаем также акцент на том, что, несмотря на череду громких допинговых скандалов и массовую дисквалификацию наших спортсменов, сборные России по лыжам и биатлону остаются сильнейшими в мире.",mixed
"Узнав истину, меняющую всё, кюре Беранже Соньер стал вести себя именно так, как он стал себя вести: зажил в Ренн-ле-Шато сеньором-нуворишем с соответствующими эстетическими последствиями для церкви и деревни.",neutral
"Трудно найти сферы деятельности, в которых нет подделок из Китая, они подделывают все: от игрушек и от аксессуаров известных западных дизайнерских фирм до автомобильных моторов.",negative
"Могу сказать всерьез, что впервые за всю свою сознательную жизнь я почти во всем согласен с политикой, проводимой в моей стране, и у меня нет желания сопротивляться и держать фигу в кармане.",positive
"Преподаватель (желательно носитель языка и даже не русскоговорящий, чтобы не было искушения спросить его о чём-то на великом и могучем) выберет интересную всем тему, оценит уровень каждого ученика и разговорит молчунов.",positive
"Лодку с африканцами замечали с торговых судов около 10 раз, но только один корабль остановился, чтобы оказать им помощь.",neutral
"Это когда рассказчик отталкивается от начала, как от берега, чтобы плыть дальше вольным стилем в неизвестном (или только одному ему внятном) направлении, самочинно удивляясь тому, где же он, собственно говоря, вынырнет.",neutral
"Кто ходит в клубы, те преследуют свои определённые цели отдыха и не нужно им мешать!",mixed
"Там, где появляются деньги, появляется и элитарность.",neutral
"В целом, мы считаем, что на рынке появится новый очень сильный игрок, но он будет уступать по своему влиянию и доходам Google,",mixed
"Иран согласен и на переговоры, и на контроль со стороны МАГАТЕ, но обогащать уран будет и дальше.",neutral
Все хотят оставить всё плохое в уходящем году и надеются на перемены к лучшему в будущем.,positive
"Через пару месяцев, однако, влюблённый не смог вынести мысли об очередном расставании и взял её с собой путешествовать по Европам.",mixed
"В «Курьере» его Кузнецов, отец Кати, — неординарно ординарная личность.",mixed
"Судя по всему, инаугурация Александра Лукашенко, намеченная на 21 января, пройдёт без высоких гостей.",neutral
Лирика оказывается неотделима от мегаполисного глянца.,neutral
"Пока издатели медлят, неподъёмный документооборот по договорам с авторами решил взять на себя «Литрес».",neutral
Далее мы могли — и телевидение с интернетом тут служили и служат верную службу — наблюдать президента и премьера в самых разных антуражах и костюмах.,neutral
"В этой машине как нельзя полно отразился подход советских конструкторов к проектированию самолета, надежность которого должна во многом компенсировать, увы, нередко проявляющуюся в том числе и в области авиации российскую безалаберность.",mixed
"Теперь БРИК превратится в БРЮКИ, от чего станет ещё забавнее.",positive
"Так невольно и задумаешься иногда, что не очень-то хочется стремиться к идеалу «настоящей» женщины…",negative
Соседка так мне и сказала: не прогневайся.,neutral
"Становится ясно, что отказ от целого ряда продуктовых наименований не критичен для личного счастья, в особенности если вокруг много примеров бескровного затягивания поясов.",positive
"Сделка завершилась лишь в апреле 2014 года, судьба бренда которой до сих пор не предопределена.",neutral
"Национальный канал вещает экстренное заседание парламента, где дружно осуждают оппозицию и говорят, что в стране все спокойно.",mixed
"Вы знаете, сейчас я скажу, может быть, не совсем скромную фразу, но я ее закамуфлирую.",neutral
"Еще один компромисс неизбежно присутствует в опросах про счастье из-за того, что человеку трудно подытожить свое ощущение от жизни за длительный промежуток времени.",neutral
"Британская система тоже не вполне совершенна — в каждом из 650 избирательных округов выигрывает тот кандидат, который получил простое большинство голосов.",negative
Мне понравился только актер игравший Гая - у него очень узнаваемый персонаж получился.,positive
Я не мог поверить своим глазам.,neutral
"Но любой, даже самый плохонький ламаист прекрасно понимает, что любые действия определены чёткими законами дхармы: если есть причина, то будет и следствие.",neutral
"Не умаляя роли энергетики господина Лужкова, следует понимать, что именно это обстоятельство, а не сверхъестественные таланты обеспечивали московской власти возможность покупать действительно массовую поддержку пенсионеров и бюджетников.",mixed
"Задумывалась она как большое кино с большим бюджетом, уже был написан сценарий, вовсю шли приготовления к съемкам.",neutral
"Под таким массовым давлением Янг отказался от руководства компании, которую создал, и подал в отставку.",negative
"А может, и не увлекается, а просто резвится.",neutral
Но теперь уже несколько лет этот учёный доктор всех лечит от аллергии.,neutral
"Впрочем, возможно, что за столь немалую цену мы просто купили у Чавеса признание им независимости Абхазии и Южной Осетии.",mixed
"Кроме того, опыт последних лет показывает: в Восточной Европе идеи союза любой конфигурации, но без России — это, как правило, проекты союза против неё.",mixed
В Венгрии отмечается пятидесятая годовщина народного восстания против коммунистического господства.,neutral
"Интересно, как долго скафандр, с передатчиком за пазухой, продержится на орбите?",neutral
"Однако, хотя самолёты Дельты и оборудованы экранами, но вот то, что на них отображается явно создано без участия специалистов по usability.",negative
О полной гибели всерьёз речи не шло.,mixed
"Читинский остров уже не вмещал всех узников, в 1828 г. Николай I распорядился построить для декабристов тюрьму в Петровском заводе и к осени 1830 г. потребовал перевести туда заключенных.",neutral
Я прошу только покоя и света.,neutral
"Оно про жизнь на самом деле, про взросление, про то, как трудно быть одновременно порядочным и счастливым.",neutral
"Например, двойное подчеркивание я за эти четыре года так и не нашел.",neutral
"Россия наводнена нефтяными деньгами, в Якутии имеются алмазные залежи, но нет ничего для шахмат?",mixed
"Об этом знает любой грамотный менеджер, но бывшие русские программисты обычно не опускаются так низко.",neutral
"Примечательно, что ровно год назад данные соцопросов были абсолютно противоположными.",neutral
"Два последних и главных романа Дэна Брауна — «Код да Винчи» (2003) и «Утраченный символ» (2009) — столпы, обещающие быть если не выше, то, во всяком случае, живучее злополучных близнецов Мирового торгового центра.",positive
Противники строительства мечети в Текстильщиках собрали уже тысячу подписей против возведения данного здания.,mixed
"Сейчас у меня небольшой, но стабильный доход, который позволяет содержать семью, нормально жить, много времени уделять семье.",positive
"Человечество ещё никогда не имело в своём распоряжении такие технические средства информации как сегодня, но оно проинформировано хуже, чем раньше, сказал Гюнтер Грасс на открытой дискуссии в городе Овьедо, на севере Испании.",mixed
"Для Обамы поэтому он одновременно и находка, и угроза.",mixed
"Сейчас он тоже стал фетишем, как и обувь, представленная на выставке.",neutral
Авангардистов до сих пор не поняли (когда о них охает и ахает весь остальной мир).,negative
"Хотя, преимущество Крамника сложилось главным образом благодаря ошибкам его противника, а не показателем, подозрительно, сверхчеловеческой игры.",mixed
"Велик был год и страшен год по Рождестве Христовом 1918-ый, от начала же революции второй.",mixed
"Гребенщиков призвал всех славян не сеять вражду, поскольку это выгодно людям, которые и начали конфликт.",neutral
"А ведь тоже могли бы поднять русские диаспоры по границам, которые бы потребовали автономии и военной защиты, или тупо осуществить братскую помощь тогдашним «януковичам».",mixed
"Виктор Пелевин пишет не в пример хуже Акунина, но у Пелевина есть что сказать читателю.",mixed
"Мне кажется, уважающий себя человек должен оставить хоть какой-нибудь хороший след в истории, а не пытаться высосать свою аутентичность из чьей-то жопы.",negative
Всё будет решаться в финальные три минуты выступления каждого из них.,neutral
"Не отрицаю, что проект ГП имеет некоторые достоинства.",positive
"А потом — и это самое важное - добавит, что может быть, такой эпохи никогда и не существовало.",neutral
